simulation_id,radius,gravity,rotation_period,surface_pressure,co2,ch4,stellar_flux,stellar_temperature,gcm_label,is_target_gcm,in_target_physical_domain,planet_id,source
482,7970000.0,12.8,32.6,50600.0,0.0,2.07e-06,1010.0,3250.0,um,True,True,451,this work
483,6300000.0,7.46,9.72,62600.0,0.0,0.0,1180.0,3080.0,um,True,True,452,this work
484,5370000.0,8.17,41.2,263000.0,2.5e-06,0.000886,1360.0,3550.0,um,True,True,453,this work
485,6240000.0,8.5,13.2,333000.0,0.0,4.38e-06,723.0,2840.0,um,True,True,454,this work
486,5260000.0,6.83,31.2,116000.0,0.0,0.0,1070.0,3290.0,um,True,True,455,this work
487,6260000.0,9.59,11.4,263000.0,0.0,0.0,985.0,3010.0,um,True,True,456,this work
488,7000000.0,12.6,12.3,98000.0,0.0,5.34e-05,811.0,2820.0,um,True,True,457,this work
489,6670000.0,9.72,11.4,124000.0,0.0,0.0,849.0,2770.0,um,True,True,458,this work
490,5550000.0,6.32,6.96,166000.0,0.000358,0.0,623.0,2780.0,um,True,True,459,this work
491,6340000.0,10.1,70.0,69600.0,0.0,2.22e-06,1130.0,3520.0,um,True,True,460,this work
492,6650000.0,8.76,52.0,271000.0,0.0,0.0,1080.0,3890.0,um,True,True,461,this work
493,5290000.0,7.41,18.9,59300.0,0.0,0.0,1290.0,3350.0,um,True,True,462,this work
494,5420000.0,7.95,4.62,257000.0,0.000156,0.0,1270.0,2560.0,um,True,True,463,this work
495,7050000.0,13.2,12.6,58400.0,0.0,6.69e-07,990.0,3190.0,um,True,True,464,this work
496,6190000.0,10.5,6.16,162000.0,0.136,0.0,875.0,2700.0,um,True,True,465,this work
497,6820000.0,11.5,14.4,191000.0,0.000113,7.14e-06,976.0,3180.0,um,True,True,466,this work
498,6070000.0,7.8,10.1,271000.0,0.0,1.73e-06,1480.0,3060.0,um,True,True,467,this work
499,5930000.0,6.73,6.07,121000.0,0.0,0.0,752.0,2520.0,um,True,True,468,this work
500,7030000.0,7.93,21.7,86000.0,0.00098,2.63e-08,696.0,3040.0,um,True,True,469,this work
501,6380000.0,7.23,65.9,321000.0,0.00974,0.0,1040.0,3880.0,um,True,True,470,this work
502,6820000.0,10.6,34.0,81600.0,0.0,0.000399,879.0,3420.0,um,True,True,471,this work
503,6380000.0,11.2,2.25,236000.0,0.0332,4.71e-06,879.0,2640.0,um,True,True,472,this work
504,6250000.0,9.02,20.6,259000.0,0.0,1.69e-05,834.0,3410.0,um,True,True,473,this work
505,8640000.0,14.4,5.71,401000.0,2.25e-05,0.000118,1180.0,3030.0,um,True,True,474,this work
506,5690000.0,10.2,19.7,64300.0,0.0667,0.00307,859.0,3130.0,um,True,True,475,this work
507,8270000.0,12.7,29.8,76300.0,2.32e-06,0.0,1080.0,3200.0,um,True,True,476,this work
508,6250000.0,10.1,211.0,81200.0,0.00797,0.0,1230.0,4810.0,um,True,True,477,this work
509,5000000.0,6.79,11.2,408000.0,0.22,0.0,1290.0,2710.0,um,True,True,478,this work
510,8180000.0,13.8,16.1,77700.0,0.00204,0.0,1400.0,3120.0,um,True,True,479,this work
511,6450000.0,8.41,175.0,317000.0,0.0828,0.00074,942.0,4700.0,um,True,True,480,this work
512,7770000.0,15.2,8.92,172000.0,0.0,0.00168,809.0,2740.0,um,True,True,481,this work
513,5400000.0,6.55,25.5,115000.0,0.0,0.0,1410.0,3470.0,um,True,True,482,this work
514,6150000.0,8.39,14.4,307000.0,1.86e-05,0.0,917.0,3150.0,um,True,True,483,this work
515,5010000.0,7.19,5.14,157000.0,2.53e-06,0.0,1000.0,2590.0,um,True,True,484,this work
516,5560000.0,6.61,9.65,450000.0,0.000144,7.74e-07,1270.0,2750.0,um,True,True,485,this work
517,7390000.0,10.7,6.73,353000.0,0.00219,4.6e-06,549.0,2730.0,um,True,True,486,this work
518,6590000.0,9.89,101.0,118000.0,1.0,0.0,744.0,3790.0,um,True,True,487,this work
519,4820000.0,6.72,7.79,156000.0,1.03e-06,0.000395,1355.0,3140.0,um,True,True,488,this work
520,6510000.0,8.94,7.6,340000.0,1.06e-05,0.0,1440.0,2740.0,um,True,True,489,this work
521,4660000.0,6.69,14.9,155000.0,0.0,0.0,868.0,3140.0,um,True,True,490,this work
522,7330000.0,13.0,11.4,209000.0,0.0,1.92e-08,1360.0,3210.0,um,True,True,491,this work
523,6790000.0,12.3,9.77,400000.0,0.0,0.0,1420.0,3070.0,um,True,True,492,this work
524,6520000.0,10.8,27.1,77700.0,0.0,8.8e-08,1430.0,3640.0,um,True,True,493,this work
525,4990000.0,7.15,17.2,200000.0,0.529,1.89e-08,505.0,2980.0,um,True,True,494,this work
526,6371000.0,9.807,15.0,70040.0,0.0005711022273,0.0,500.0,3000.0,um,True,True,495,this work
527,6371000.0,9.807,15.0,234040.0,0.0001709109554,0.0,1200.0,3000.0,um,True,True,496,this work
528,6371000.0,9.807,15.0,616040.0,6.493084865e-05,0.0,800.0,3000.0,um,True,False,497,this work
529,6371000.0,9.807,15.0,70040.0,0.0005711022273,0.0,1100.0,3000.0,um,True,True,498,this work
530,6371000.0,9.807,15.0,483040.0,8.280887711e-05,0.0,400.0,3000.0,um,True,False,499,this work
531,6371000.0,9.807,15.0,10040.0,0.00398406374502,0.0,900.0,3000.0,um,True,False,500,this work
532,6371000.0,9.807,15.0,144040.0,0.0002777006387,0.0,900.0,3000.0,um,True,True,501,this work
533,6371000.0,9.807,15.0,43040.0,0.0009293680297,0.0,600.0,3000.0,um,True,False,502,this work
534,6371000.0,9.807,15.0,1000040.0,3.999840006e-05,0.0,1400.0,3000.0,um,True,False,503,this work
535,5850000.0,8.07,11.5,146000.0,0.0,0.0,1160.0,2910.0,um,True,True,0,this work
536,6550000.0,8.86,8.6,164000.0,0.0,5.37e-05,1070.0,2750.0,um,True,True,1,this work
537,7440000.0,14.0,11.1,113000.0,0.00828,0.0,1030.0,2800.0,um,True,True,2,this work
538,6580000.0,8.4,18.6,206000.0,0.0,0.0,964.0,3290.0,um,True,True,3,this work
539,6520000.0,9.12,10.8,330000.0,0.0,0.0,1240.0,2830.0,um,True,True,4,this work
540,7340000.0,13.2,12.3,98000.0,0.0,1.73e-05,811.0,2820.0,um,True,True,5,this work
541,7650000.0,13.4,7.05,134000.0,3.37e-06,0.0,1190.0,2600.0,um,True,True,6,this work
542,6630000.0,9.98,13.7,336000.0,0.000418,0.0,884.0,3200.0,um,True,True,7,this work
543,6720000.0,9.03,50.7,105000.0,0.0,0.0,881.0,3690.0,um,True,True,8,this work
544,6450000.0,7.61,93.6,191000.0,0.00126,0.0,1050.0,4220.0,um,True,True,9,this work
545,6910000.0,10.5,55.0,150000.0,0.0,4.84e-08,1190.0,3960.0,um,True,True,11,this work
546,5930000.0,7.55,5.39,410000.0,0.0,2.97e-05,1060.0,2780.0,um,True,True,12,this work
547,5565000.0,9.898,8.791,90600.0,0.003698,0.0,1098.0,2730.0,um,True,True,504,this work
548,6182000.0,9.098,9.916,252000.0,0.0,1.923e-05,785.0,2852.0,um,True,True,505,this work
549,6235000.0,8.024,8.963,218600.0,0.002708,0.0,1165.0,2541.0,um,True,True,506,this work
550,6557000.0,8.835,9.139,299000.0,0.0,0.0,1445.0,2661.0,um,True,True,507,this work
551,6668000.0,9.72,11.42,116500.0,0.0,0.0,849.0,2774.0,um,True,True,508,this work
552,7003000.0,12.57,12.33,88250.0,0.0,5.342e-05,811.0,2822.0,um,True,True,509,this work
553,5880000.0,10.37,178.0,231500.0,0.001135,0.0,1199.0,4556.0,um,True,True,510,this work
554,5902000.0,7.152,114.5,468300.0,0.0,1.849e-08,870.1,3873.0,um,True,True,511,this work
555,8616000.0,14.5,8.956,86640.0,0.01276,0.0,1340.0,3061.0,um,True,True,512,this work
556,5292000.0,8.29,4.877,214000.0,0.0,4.263e-05,1270.0,2962.0,um,True,True,513,this work
557,5291000.0,7.409,18.9,48920.0,0.0,0.0,1294.0,3352.0,um,True,False,514,this work
558,6017000.0,9.999,139.9,235600.0,0.0,0.0,923.2,4337.0,um,True,True,515,this work
559,7083000.0,8.832,105.0,91820.0,0.005557,0.0,1081.0,3767.0,um,True,True,516,this work
560,5681000.0,7.166,10.5,169000.0,6.025e-05,0.0,695.8,2722.0,um,True,True,517,this work
561,6983000.0,11.96,7.587,45710.0,0.001041,0.0,548.6,2661.0,um,True,False,518,this work
562,6020000.0,8.479,101.0,63490.0,4.465e-05,1.082e-08,1222.0,4727.0,um,True,True,519,this work
563,5544000.0,7.612,34.6,330700.0,0.0003702,0.0,991.1,3201.0,um,True,True,520,this work
564,5725000.0,7.37,9.713,442600.0,0.0,4.176e-08,673.3,2694.0,um,True,True,521,this work
565,6867000.0,10.31,28.44,69150.0,0.0,1.168e-06,1108.0,3185.0,um,True,True,522,this work
566,7051000.0,10.66,17.98,402900.0,0.0,8.75e-06,1139.0,3254.0,um,True,True,523,this work
567,7879000.0,11.93,11.11,383400.0,0.0,0.0,1450.0,2955.0,um,True,True,524,this work
568,6699000.0,9.007,59.43,364700.0,7.498e-05,2.284e-08,1041.0,3967.0,um,True,True,525,this work
569,7073000.0,10.22,15.16,181000.0,0.001986,0.0,1249.0,3189.0,um,True,True,526,this work
570,6821000.0,10.57,34.01,71150.0,0.0,0.000399,878.8,3415.0,um,True,True,527,this work
571,8269000.0,12.73,29.83,65740.0,2.325e-06,0.0,1081.0,3197.0,um,True,True,528,this work
572,5001000.0,6.791,11.22,472800.0,0.2198,0.0,1286.0,2710.0,um,True,True,529,this work
573,6384000.0,8.61,141.0,571700.0,0.0,2.392e-06,997.4,4251.0,um,True,False,530,this work
574,6659000.0,10.14,122.3,83380.0,0.0,1.129e-05,1182.0,4401.0,um,True,True,531,this work
575,7038000.0,9.553,45.07,74880.0,0.0,0.0,925.7,3551.0,um,True,True,532,this work
576,7780000.0,11.48,7.784,65540.0,0.0673,0.0,1394.0,3037.0,um,True,True,533,this work
577,5421000.0,7.948,4.617,274000.0,0.0001556,0.0,1267.0,2558.0,um,True,True,534,this work
578,6463000.0,8.683,132.8,488100.0,0.0001548,0.0,1082.0,4400.0,um,True,True,535,this work
579,7064000.0,13.11,18.81,78800.0,0.2895,0.0,1103.0,3473.0,um,True,True,536,this work
580,6185000.0,10.54,6.161,159900.0,0.136,0.0,874.9,2701.0,um,True,True,537,this work
581,6626000.0,7.71,90.27,50920.0,0.2589,8.196e-05,1143.0,3953.0,um,True,True,538,this work
582,6504000.0,9.911,55.03,145400.0,0.0,9.365e-07,1195.0,3963.0,um,True,True,539,this work
583,6976000.0,10.84,36.76,367800.0,0.1935,0.001089,749.9,3574.0,um,True,True,540,this work
584,5733000.0,9.921,62.97,297700.0,0.002301,0.0,1048.0,3729.0,um,True,True,541,this work
585,5203000.0,6.817,22.88,51430.0,0.01346,3.352e-05,918.4,2861.0,um,True,True,542,this work
586,7310000.0,11.1,10.6,96100.0,0.0,0.0,1130.0,2870.0,um,True,True,14,this work
587,6260000.0,9.2,7.6,124000.0,0.00357,0.0,821.0,2600.0,um,True,True,16,this work
588,6440000.0,9.52,45.8,182000.0,1.91e-06,0.0,1340.0,3710.0,um,True,True,18,this work
589,6250000.0,10.1,9.57,270000.0,0.0,0.0,1070.0,3090.0,um,True,True,19,this work
590,6371000.0,9.807,4.25,100000.0,0.0,0.0,1300.0,2600.0,um,True,True,280,this work
591,5797818.0,9.12,6.1,100000.0,0.001,8.6e-07,900.0,2600.0,um,True,True,281,this work
592,5797818.0,9.12,6.1,100000.0,0.002,0.00031,900.0,2600.0,um,True,True,282,this work
593,5797818.0,9.12,6.1,100000.0,0.1,0.0015,900.0,2600.0,um,True,True,285,this work
594,6290000.0,8.38,8.76,191000.0,0.888,0.0,1030.0,2700.0,um,True,True,24,this work
595,8709157.0,13.1,8.46,100010.0,0.0001,0.0,1233.066,2871.0,um,True,True,32,this work
596,5797818.0,9.12,6.1,100000.0,0.004,9.5e-06,900.0,2600.0,um,True,True,283,this work
597,5797818.0,9.12,6.1,100000.0,0.005,4.2e-06,900.0,2600.0,um,True,True,284,this work
598,6371000.0,9.807,12.0,10000.0,0.0036,0.0,400.0,5777.0,exoplasim,False,False,543,Paradise et al. [2021]
599,6371000.0,9.807,12.0,20000.0,0.0018,0.0,400.0,5777.0,exoplasim,False,False,544,Paradise et al. [2021]
600,6371000.0,9.807,12.0,30000.0,0.0012,0.0,400.0,5777.0,exoplasim,False,False,545,Paradise et al. [2021]
601,6371000.0,9.807,12.0,40000.0,0.0009,0.0,400.0,5777.0,exoplasim,False,False,546,Paradise et al. [2021]
602,6371000.0,9.807,12.0,50000.0,0.00072,0.0,400.0,5777.0,exoplasim,False,False,547,Paradise et al. [2021]
603,6371000.0,9.807,12.0,60000.0,0.0006,0.0,400.0,5777.0,exoplasim,False,False,548,Paradise et al. [2021]
604,6371000.0,9.807,12.0,70000.0,0.0005142857142857143,0.0,400.0,5777.0,exoplasim,False,False,549,Paradise et al. [2021]
605,6371000.0,9.807,12.0,80000.0,0.00045,0.0,400.0,5777.0,exoplasim,False,False,550,Paradise et al. [2021]
606,6371000.0,9.807,12.0,90000.0,0.0004,0.0,400.0,5777.0,exoplasim,False,False,551,Paradise et al. [2021]
607,6371000.0,9.807,12.0,100000.0,0.00036,0.0,400.0,5777.0,exoplasim,False,False,552,Paradise et al. [2021]
608,6371000.0,9.807,12.0,200000.0,0.00018,0.0,400.0,5777.0,exoplasim,False,False,553,Paradise et al. [2021]
609,6371000.0,9.807,12.0,300000.0,0.00012,0.0,400.0,5777.0,exoplasim,False,False,554,Paradise et al. [2021]
610,6371000.0,9.807,12.0,400000.0,9e-05,0.0,400.0,5777.0,exoplasim,False,False,555,Paradise et al. [2021]
611,6371000.0,9.807,12.0,500000.0,7.2e-05,0.0,400.0,5777.0,exoplasim,False,False,556,Paradise et al. [2021]
612,6371000.0,9.807,12.0,600000.0,6e-05,0.0,400.0,5777.0,exoplasim,False,False,557,Paradise et al. [2021]
613,6371000.0,9.807,12.0,700000.0,5.142857142857143e-05,0.0,400.0,5777.0,exoplasim,False,False,558,Paradise et al. [2021]
614,6371000.0,9.807,12.0,800000.0,4.5e-05,0.0,400.0,5777.0,exoplasim,False,False,559,Paradise et al. [2021]
615,6371000.0,9.807,12.0,900000.0,4e-05,0.0,400.0,5777.0,exoplasim,False,False,560,Paradise et al. [2021]
616,6371000.0,9.807,12.0,1000000.0,3.6e-05,0.0,400.0,5777.0,exoplasim,False,False,561,Paradise et al. [2021]
617,6371000.0,9.807,12.0,1100000.0,3.272727272727273e-05,0.0,400.0,5777.0,exoplasim,False,False,562,Paradise et al. [2021]
618,6371000.0,9.807,12.0,1200000.0,3e-05,0.0,400.0,5777.0,exoplasim,False,False,563,Paradise et al. [2021]
619,6371000.0,9.807,12.0,10000.0,0.0036,0.0,500.0,5777.0,exoplasim,False,False,564,Paradise et al. [2021]
620,6371000.0,9.807,12.0,20000.0,0.0018,0.0,500.0,5777.0,exoplasim,False,False,565,Paradise et al. [2021]
621,6371000.0,9.807,12.0,30000.0,0.0012000000000000001,0.0,500.0,5777.0,exoplasim,False,False,566,Paradise et al. [2021]
622,6371000.0,9.807,12.0,40000.0,0.0009,0.0,500.0,5777.0,exoplasim,False,False,567,Paradise et al. [2021]
623,6371000.0,9.807,12.0,50000.0,0.00072,0.0,500.0,5777.0,exoplasim,False,True,568,Paradise et al. [2021]
624,6371000.0,9.807,12.0,60000.0,0.0006000000000000001,0.0,500.0,5777.0,exoplasim,False,True,569,Paradise et al. [2021]
625,6371000.0,9.807,12.0,70000.0,0.0005142857142857143,0.0,500.0,5777.0,exoplasim,False,True,570,Paradise et al. [2021]
626,6371000.0,9.807,12.0,80000.0,0.00045,0.0,500.0,5777.0,exoplasim,False,True,571,Paradise et al. [2021]
627,6371000.0,9.807,12.0,90000.0,0.0004,0.0,500.0,5777.0,exoplasim,False,True,572,Paradise et al. [2021]
628,6371000.0,9.807,12.0,100000.0,0.00036,0.0,500.0,5777.0,exoplasim,False,True,573,Paradise et al. [2021]
629,6371000.0,9.807,12.0,200000.0,0.00018,0.0,500.0,5777.0,exoplasim,False,True,574,Paradise et al. [2021]
630,6371000.0,9.807,12.0,300000.0,0.00012,0.0,500.0,5777.0,exoplasim,False,True,575,Paradise et al. [2021]
631,6371000.0,9.807,12.0,400000.0,9e-05,0.0,500.0,5777.0,exoplasim,False,True,576,Paradise et al. [2021]
632,6371000.0,9.807,12.0,500000.0,7.2e-05,0.0,500.0,5777.0,exoplasim,False,True,577,Paradise et al. [2021]
633,6371000.0,9.807,12.0,600000.0,6e-05,0.0,500.0,5777.0,exoplasim,False,False,578,Paradise et al. [2021]
634,6371000.0,9.807,12.0,700000.0,5.142857142857143e-05,0.0,500.0,5777.0,exoplasim,False,False,579,Paradise et al. [2021]
635,6371000.0,9.807,12.0,800000.0,4.5e-05,0.0,500.0,5777.0,exoplasim,False,False,580,Paradise et al. [2021]
636,6371000.0,9.807,12.0,900000.0,4e-05,0.0,500.0,5777.0,exoplasim,False,False,581,Paradise et al. [2021]
637,6371000.0,9.807,12.0,1000000.0,3.6e-05,0.0,500.0,5777.0,exoplasim,False,False,582,Paradise et al. [2021]
638,6371000.0,9.807,12.0,1100000.0,3.272727272727273e-05,0.0,500.0,5777.0,exoplasim,False,False,583,Paradise et al. [2021]
639,6371000.0,9.807,12.0,1200000.0,3e-05,0.0,500.0,5777.0,exoplasim,False,False,584,Paradise et al. [2021]
640,6371000.0,9.807,12.0,10000.0,0.0036,0.0,600.0,5777.0,exoplasim,False,False,585,Paradise et al. [2021]
641,6371000.0,9.807,12.0,20000.0,0.0018,0.0,600.0,5777.0,exoplasim,False,False,586,Paradise et al. [2021]
642,6371000.0,9.807,12.0,30000.0,0.0012000000000000001,0.0,600.0,5777.0,exoplasim,False,False,587,Paradise et al. [2021]
643,6371000.0,9.807,12.0,40000.0,0.0009,0.0,600.0,5777.0,exoplasim,False,False,588,Paradise et al. [2021]
644,6371000.0,9.807,12.0,50000.0,0.00072,0.0,600.0,5777.0,exoplasim,False,True,589,Paradise et al. [2021]
645,6371000.0,9.807,12.0,60000.0,0.0006000000000000001,0.0,600.0,5777.0,exoplasim,False,True,590,Paradise et al. [2021]
646,6371000.0,9.807,12.0,70000.0,0.0005142857142857143,0.0,600.0,5777.0,exoplasim,False,True,591,Paradise et al. [2021]
647,6371000.0,9.807,12.0,80000.0,0.00045,0.0,600.0,5777.0,exoplasim,False,True,592,Paradise et al. [2021]
648,6371000.0,9.807,12.0,90000.0,0.0004,0.0,600.0,5777.0,exoplasim,False,True,593,Paradise et al. [2021]
649,6371000.0,9.807,12.0,100000.0,0.00036,0.0,600.0,5777.0,exoplasim,False,True,594,Paradise et al. [2021]
650,6371000.0,9.807,12.0,200000.0,0.00018,0.0,600.0,5777.0,exoplasim,False,True,595,Paradise et al. [2021]
651,6371000.0,9.807,12.0,300000.0,0.00012,0.0,600.0,5777.0,exoplasim,False,True,596,Paradise et al. [2021]
652,6371000.0,9.807,12.0,400000.0,9e-05,0.0,600.0,5777.0,exoplasim,False,True,597,Paradise et al. [2021]
653,6371000.0,9.807,12.0,500000.0,7.2e-05,0.0,600.0,5777.0,exoplasim,False,True,598,Paradise et al. [2021]
654,6371000.0,9.807,12.0,600000.0,6e-05,0.0,600.0,5777.0,exoplasim,False,False,599,Paradise et al. [2021]
655,6371000.0,9.807,12.0,700000.0,5.142857142857143e-05,0.0,600.0,5777.0,exoplasim,False,False,600,Paradise et al. [2021]
656,6371000.0,9.807,12.0,800000.0,4.5e-05,0.0,600.0,5777.0,exoplasim,False,False,601,Paradise et al. [2021]
657,6371000.0,9.807,12.0,900000.0,4e-05,0.0,600.0,5777.0,exoplasim,False,False,602,Paradise et al. [2021]
658,6371000.0,9.807,12.0,1000000.0,3.6e-05,0.0,600.0,5777.0,exoplasim,False,False,603,Paradise et al. [2021]
659,6371000.0,9.807,12.0,1100000.0,3.272727272727273e-05,0.0,600.0,5777.0,exoplasim,False,False,604,Paradise et al. [2021]
660,6371000.0,9.807,12.0,1200000.0,3e-05,0.0,600.0,5777.0,exoplasim,False,False,605,Paradise et al. [2021]
661,6371000.0,9.807,12.0,10000.0,0.0036,0.0,700.0,5777.0,exoplasim,False,False,606,Paradise et al. [2021]
662,6371000.0,9.807,12.0,20000.0,0.0018,0.0,700.0,5777.0,exoplasim,False,False,607,Paradise et al. [2021]
663,6371000.0,9.807,12.0,30000.0,0.0012000000000000001,0.0,700.0,5777.0,exoplasim,False,False,608,Paradise et al. [2021]
664,6371000.0,9.807,12.0,40000.0,0.0009,0.0,700.0,5777.0,exoplasim,False,False,609,Paradise et al. [2021]
665,6371000.0,9.807,12.0,50000.0,0.00072,0.0,700.0,5777.0,exoplasim,False,True,610,Paradise et al. [2021]
666,6371000.0,9.807,12.0,60000.0,0.0006000000000000001,0.0,700.0,5777.0,exoplasim,False,True,611,Paradise et al. [2021]
667,6371000.0,9.807,12.0,70000.0,0.0005142857142857143,0.0,700.0,5777.0,exoplasim,False,True,612,Paradise et al. [2021]
668,6371000.0,9.807,12.0,80000.0,0.00045,0.0,700.0,5777.0,exoplasim,False,True,613,Paradise et al. [2021]
669,6371000.0,9.807,12.0,90000.0,0.0004,0.0,700.0,5777.0,exoplasim,False,True,614,Paradise et al. [2021]
670,6371000.0,9.807,12.0,100000.0,0.00036,0.0,700.0,5777.0,exoplasim,False,True,615,Paradise et al. [2021]
671,6371000.0,9.807,12.0,200000.0,0.00018,0.0,700.0,5777.0,exoplasim,False,True,616,Paradise et al. [2021]
672,6371000.0,9.807,12.0,300000.0,0.00012,0.0,700.0,5777.0,exoplasim,False,True,617,Paradise et al. [2021]
673,6371000.0,9.807,12.0,400000.0,9e-05,0.0,700.0,5777.0,exoplasim,False,True,618,Paradise et al. [2021]
674,6371000.0,9.807,12.0,500000.0,7.2e-05,0.0,700.0,5777.0,exoplasim,False,True,619,Paradise et al. [2021]
675,6371000.0,9.807,12.0,600000.0,6e-05,0.0,700.0,5777.0,exoplasim,False,False,620,Paradise et al. [2021]
676,6371000.0,9.807,12.0,700000.0,5.142857142857143e-05,0.0,700.0,5777.0,exoplasim,False,False,621,Paradise et al. [2021]
677,6371000.0,9.807,12.0,800000.0,4.5e-05,0.0,700.0,5777.0,exoplasim,False,False,622,Paradise et al. [2021]
678,6371000.0,9.807,12.0,900000.0,4e-05,0.0,700.0,5777.0,exoplasim,False,False,623,Paradise et al. [2021]
679,6371000.0,9.807,12.0,1000000.0,3.6e-05,0.0,700.0,5777.0,exoplasim,False,False,624,Paradise et al. [2021]
680,6371000.0,9.807,12.0,1100000.0,3.272727272727273e-05,0.0,700.0,5777.0,exoplasim,False,False,625,Paradise et al. [2021]
681,6371000.0,9.807,12.0,1200000.0,3e-05,0.0,700.0,5777.0,exoplasim,False,False,626,Paradise et al. [2021]
682,6371000.0,9.807,12.0,10000.0,0.0036,0.0,800.0,5777.0,exoplasim,False,False,627,Paradise et al. [2021]
683,6371000.0,9.807,12.0,20000.0,0.0018,0.0,800.0,5777.0,exoplasim,False,False,628,Paradise et al. [2021]
684,6371000.0,9.807,12.0,30000.0,0.0012000000000000001,0.0,800.0,5777.0,exoplasim,False,False,629,Paradise et al. [2021]
685,6371000.0,9.807,12.0,40000.0,0.0009,0.0,800.0,5777.0,exoplasim,False,False,630,Paradise et al. [2021]
686,6371000.0,9.807,12.0,50000.0,0.00072,0.0,800.0,5777.0,exoplasim,False,True,631,Paradise et al. [2021]
687,6371000.0,9.807,12.0,60000.0,0.0006000000000000001,0.0,800.0,5777.0,exoplasim,False,True,632,Paradise et al. [2021]
688,6371000.0,9.807,12.0,70000.0,0.0005142857142857143,0.0,800.0,5777.0,exoplasim,False,True,633,Paradise et al. [2021]
689,6371000.0,9.807,12.0,80000.0,0.00045,0.0,800.0,5777.0,exoplasim,False,True,634,Paradise et al. [2021]
690,6371000.0,9.807,12.0,90000.0,0.0004,0.0,800.0,5777.0,exoplasim,False,True,635,Paradise et al. [2021]
691,6371000.0,9.807,12.0,100000.0,0.00036,0.0,800.0,5777.0,exoplasim,False,True,636,Paradise et al. [2021]
692,6371000.0,9.807,12.0,200000.0,0.00018,0.0,800.0,5777.0,exoplasim,False,True,637,Paradise et al. [2021]
693,6371000.0,9.807,12.0,300000.0,0.00012,0.0,800.0,5777.0,exoplasim,False,True,638,Paradise et al. [2021]
694,6371000.0,9.807,12.0,400000.0,9e-05,0.0,800.0,5777.0,exoplasim,False,True,639,Paradise et al. [2021]
695,6371000.0,9.807,12.0,500000.0,7.2e-05,0.0,800.0,5777.0,exoplasim,False,True,640,Paradise et al. [2021]
696,6371000.0,9.807,12.0,600000.0,6e-05,0.0,800.0,5777.0,exoplasim,False,False,641,Paradise et al. [2021]
697,6371000.0,9.807,12.0,700000.0,5.142857142857143e-05,0.0,800.0,5777.0,exoplasim,False,False,642,Paradise et al. [2021]
698,6371000.0,9.807,12.0,800000.0,4.5e-05,0.0,800.0,5777.0,exoplasim,False,False,643,Paradise et al. [2021]
699,6371000.0,9.807,12.0,900000.0,4e-05,0.0,800.0,5777.0,exoplasim,False,False,644,Paradise et al. [2021]
700,6371000.0,9.807,12.0,1000000.0,3.6e-05,0.0,800.0,5777.0,exoplasim,False,False,645,Paradise et al. [2021]
701,6371000.0,9.807,12.0,1100000.0,3.272727272727273e-05,0.0,800.0,5777.0,exoplasim,False,False,646,Paradise et al. [2021]
702,6371000.0,9.807,12.0,1200000.0,3e-05,0.0,800.0,5777.0,exoplasim,False,False,647,Paradise et al. [2021]
703,6371000.0,9.807,12.0,10000.0,0.0036,0.0,900.0,5777.0,exoplasim,False,False,648,Paradise et al. [2021]
704,6371000.0,9.807,12.0,20000.0,0.0018,0.0,900.0,5777.0,exoplasim,False,False,649,Paradise et al. [2021]
705,6371000.0,9.807,12.0,30000.0,0.0012000000000000001,0.0,900.0,5777.0,exoplasim,False,False,650,Paradise et al. [2021]
706,6371000.0,9.807,12.0,40000.0,0.0009,0.0,900.0,5777.0,exoplasim,False,False,651,Paradise et al. [2021]
707,6371000.0,9.807,12.0,50000.0,0.00072,0.0,900.0,5777.0,exoplasim,False,True,652,Paradise et al. [2021]
708,6371000.0,9.807,12.0,60000.0,0.0006000000000000001,0.0,900.0,5777.0,exoplasim,False,True,653,Paradise et al. [2021]
709,6371000.0,9.807,12.0,70000.0,0.0005142857142857143,0.0,900.0,5777.0,exoplasim,False,True,654,Paradise et al. [2021]
710,6371000.0,9.807,12.0,80000.0,0.00045,0.0,900.0,5777.0,exoplasim,False,True,655,Paradise et al. [2021]
711,6371000.0,9.807,12.0,90000.0,0.0004,0.0,900.0,5777.0,exoplasim,False,True,656,Paradise et al. [2021]
712,6371000.0,9.807,12.0,100000.0,0.00036,0.0,900.0,5777.0,exoplasim,False,True,657,Paradise et al. [2021]
713,6371000.0,9.807,12.0,200000.0,0.00018,0.0,900.0,5777.0,exoplasim,False,True,658,Paradise et al. [2021]
714,6371000.0,9.807,12.0,300000.0,0.00012,0.0,900.0,5777.0,exoplasim,False,True,659,Paradise et al. [2021]
715,6371000.0,9.807,12.0,400000.0,9e-05,0.0,900.0,5777.0,exoplasim,False,True,660,Paradise et al. [2021]
716,6371000.0,9.807,12.0,500000.0,7.2e-05,0.0,900.0,5777.0,exoplasim,False,True,661,Paradise et al. [2021]
717,6371000.0,9.807,12.0,600000.0,6e-05,0.0,900.0,5777.0,exoplasim,False,False,662,Paradise et al. [2021]
718,6371000.0,9.807,12.0,700000.0,5.142857142857143e-05,0.0,900.0,5777.0,exoplasim,False,False,663,Paradise et al. [2021]
719,6371000.0,9.807,12.0,800000.0,4.5e-05,0.0,900.0,5777.0,exoplasim,False,False,664,Paradise et al. [2021]
